Code,HeroId,LocId,Text,Action,Text RU,Action RU,Text UK,Action UK,Image,Link
6834,hero7,,"Gears hidden within the walls of the caves click and whirr as the bottom half of the waterslides shift 7 spaces to the left.
""Well, that was wrong,"" says Chunk, observing the movement through the telescope. Sloth nods in agreement.","Left 7 - align A to P. Take everything out of the buckets and return A to I. 
Flip the Fratelli token to the other side. If the token now shows the Fratellis, move it forward one space.","Шестеренки, скрытые в стенах пещер, щелкают и жужжат, когда нижняя половина водных горок сдвигается на 7 делений влево.
«Что ж, это было неверно», — говорит Чанк, наблюдая за движением через телескоп. Слоут кивает в знак согласия.","Влево 7 - совместите A с P. Достаньте все из ведер и верните A к I. 
Переверните жетон Фрателли на другую сторону. Если на жетоне теперь изображены Фрателли, переместите его на одну клетку вперед.","Шестерні, сховані в стінах печер, клацають і дзижчать, коли нижня половина водних гірок зсувається на 7 поділок ліворуч.
«Що ж, це було неправильно», — каже Чанк, спостерігаючи за рухом через телескоп. Слоут киває на знак згоди.","Ліворуч 7 — сумістіть A з P. Дістаньте все з відер і поверніть A до I. 
Переверніть жетон Фрателлі на інший бік. Якщо на жетоні тепер зображені Фрателлі, перемістіть його на одну клітинку вперед.",,
A3241,hero8,loc03,"The Sticky Dart adheres to a pipe. The smooth surface is perfect for the suction cup to stick to, although nothing useful happens.",,"Липкий дротик прилипает к трубе. Гладкая поверхность идеально подходит для присасывания присоски, хотя ничего полезного не происходит.",,"Липкий дротик прилипає до труби. Гладенька поверхня ідеально підходить для присмоктування присоски, хоча нічого корисного не відбувається.",,,
A3312,hero8,loc03,"Data starts to activate his Punch Out gadget but is stopped by Mouth.
""Dude! You can't just go around punching random pipes!"" he scolds.
""You don't want to get covered in crap!""",,"Дата начинает активировать свой гаджет «Удар», но его останавливает Маут.
«Чувак! Ты не можешь просто так бить по случайным трубам!» - ругает он.
«Ты же не хочешь, чтобы нас с ног до головы покрыло дерьмом!»",,"Дата починає активувати свій гаджет «Удар», але його зупиняє Маут.
«Чувак! Ти не можеш просто так бити по випадкових трубах!» - лається він.
«Ти ж не хочеш, щоб нас з ніг до голови вкрило лайном!»",,,
A5713,hero8,loc03,"Data wants to use his Slick Shoes to slow down the Fratellis, but the floor in here is too rough for the oil to make a slippery section.",,"Дата хочет использовать свои скользкие ботинки, чтобы замедлить Фрателли, но пол здесь слишком неровный, чтобы масло создало скользкий участок.",,"Дата хоче використати свої слизькі черевики, щоб уповільнити Фрателлі, але підлога тут занадто нерівна, щоб масло створило слизьку ділянку.",,,
A6834,hero8,loc03,"With a whizzzz, the Pinchers of Peril fly out of his sleeve and the chattering teeth grip onto a nearby pipe... but nothing happens.",,"Со свистом «Щипцы опасности» вылетают из его рукава, и стучащие зубы вцепляются в ближайшую трубу... но ничего не происходит.",,"Зі свистом «Щипці небезпеки» вилітають з його рукава, і стукаючі зуби вчепляються в найближчу трубу... але нічого не відбувається.",,,
A7861,hero8,loc03,"""Bully Blinders!"" announces Data with pride as beams of light from the small bulbs attached to his belt fill the room. Mikey and Brand are momentarily blinded by the sudden burst of light, but at least now they will be able to see!","Return the Bully Blinders gadget to the Gold Rock Beach envelope. 
Reveal map A. Place it below the basement, lining up the hole in the ceiling on map A with the fireplace in the basement. 
Place Mikey, Brand, Mouth, Andy, Stef, and Data on map a.","«Шоры для хулиганов!» - с гордостью объявляет Дата, когда лучи света от маленьких лампочек, прикрепленных к его поясу, заполняют комнату. Майки и Брэнд на мгновение ослеплены внезапной вспышкой света, но, по крайней мере, теперь они смогут видеть!","Верните гаджет «Шоры для хулиганов» в конверт Золотого Скалистого пляжа. 
Откройте карту A. Поместите ее под подвалом, совместив дыру в потолке на карте A с камином в подвале. 
Поместите Майки, Брэнда, Маута, Энди, Стеф и Дату на карту A.","«Шори для хуліганів!» - з гордістю оголошує Дата, коли промені світла від маленьких лампочок, прикріплених до його пояса, заповнюють кімнату. Майкі та Бренд на мить осліплені раптовим спалахом світла, але принаймні тепер вони зможуть бачити!","Поверніть гаджет «Шори для хуліганів» у конверт Золотого Скелястого пляжу. 
Відкрийте мапу A. Помістіть її під підвалом, сумістивши дірку в стелі на мапі A з каміном у підвалі. 
Помістіть Майкі, Бренда, Маута, Енді, Стеф і Дату на мапу A.",,
A8547,hero8,loc03,"Data goes to put some firecrackers down as a booby trap but Mouth stops him.
""Dude! Do you want to blow us sky high or something?"" he asks.
""There's gas in these pipes!""",,"Дата собирается положить петарды в качестве мины-ловушки, но Маут останавливает его.
«Чувак! Ты что, хочешь взлететь на воздух или типа того?» - спрашивает он.
«В этих трубах газ!»",,"Дата збирається покласти петарди як міну-пастку, але Маут зупиняє його.
«Чувак! Ти що, хочеш злетіти в повітря чи щось таке?» - запитує він.
«У цих трубах газ!»",,,
B3241,hero8,loc08,"Data launches the Sticky Dart by flipping a switch and pulling a string. The dart hits the boulder that crushed Chester Copperpot, but doesn't stick to it.
""Too rough,"" says Data, analyzing the surface of the rock to understand why his invention didn't stick the way it should have.",,"Дата запускает липкий дротик, щелкнув переключателем и потянув за нитку. Дротик попадает в валун, который раздавил Честера Копперпота, но не прилипает к нему.
«Слишком шершавый», - говорит Дата, анализируя поверхность камня, чтобы понять, почему его изобретение не прилипло так, как должно было.",,"Дата запускає липкий дротик, клацнувши перемикачем і потягнувши за нитку. Дротик влучає у валун, який розчавив Честера Копперпота, але не прилипає до нього.
«Занадто шорсткий», - каже Дата, аналізуючи поверхню каменя, щоб зрозуміти, чому його винахід не прилип так, як мав би.",,,
B3312,hero8,loc08,"Data launches his Punch Out gadget and it strikes the boulder that pulverized Chester with a thud.
""Careful!"" warns Mikey.
""You don't want to trigger any other booby traps."" ""Booby traps,""
Data says, correcting Mikey.
""That's what I said,"" replies Mikey, frustrated.
""That's not a bad idea,"" acknowledges Data, thinking of how he could set some traps of his own.",,"Дата запускает свой гаджет «Удар», и он с глухим стуком ударяется о валун, который стер Честера в порошок.
«Осторожно!» - предупреждает Майки.
«Ты же не хочешь запустить еще какие-нибудь ловушки».
«Мины-ловушки», - говорит Дата, поправляя Майки.
«Я так и сказал», - разочарованно отвечает Майки.
«А это неплохая идея», - признает Дата, думая о том, как бы ему установить несколько собственных ловушек.",,"Дата запускає свій гаджет «Удар», і він із глухим стукотом б'ється об валун, який стер Честера на порох.
«Обережно!» - попереджає Майкі.
«Ти ж не хочеш запустити ще які-небудь пастки».
«Міни-пастки», - каже Дата, поправляючи Майкі.
«Я так і сказав», - розчаровано відповідає Майкі.
«А це непогана ідея», - визнає Дата, думаючи про те, як би йому встановити кілька власних пасток.",,,
B5713,hero8,loc08,"Data wants to use his Slick Shoes to slow down the Fratellis, but the floor in here is too rough for the oil to make a slippery section.",,"Дата хочет использовать свои скользкие ботинки, чтобы замедлить Фрателли, но пол здесь слишком неровный, чтобы масло создало скользкий участок.",,"Дата хоче використати свої слизькі черевики, щоб уповільнити Фрателлі, але підлога тут занадто нерівна, щоб масло створило слизьку ділянку.",,,
B6834,hero8,loc08,"Data launches his Pinchers of Peril and they shoot towards Mouth, hitting him in the back.
""Cut that out, Double-Oh Negative!"" shouts Mouth.
""You're going to make one of these rocks fall on our heads!""",,"Дата запускает свои «Щипцы опасности», и они летят в Маута, ударяя его в спину.
«Прекрати это, Два-Нуля Негатив!» - кричит Маут.
«Из-за тебя один из этих камней упадет нам на головы!»",,"Дата запускає свої «Щипці небезпеки», і вони летять у Маута, вдаряючи його в спину.
«Припини це, Два-Нулі Негатив!» - кричить Маут.
«Через тебе один із цих каменів впаде нам на голови!»",,,
B7053,hero8,loc08,"""Let there be light!""
Data announces as the high intensity bulbs illuminate the room.
""Better conserve your batteries,"" warns Stef.
""The lantern is good enough for now, but you never know when we'll need your amazing gadgets!"" ""You're right,"" replies Data as he switches off his Bully Blinders.",,"«Да будет свет!» - объявляет Дата, когда лампочки высокой интенсивности освещают комнату.
«Лучше побереги батарейки», - предупреждает Стеф.
«Фонаря пока достаточно, но никогда не знаешь, когда нам понадобятся твои удивительные гаджеты!» «Ты права», - отвечает Дата, выключая свои шоры для хулиганов.",,"«Хай буде світло!» - оголошує Дата, коли лампочки високої інтенсивності освітлюють кімнату.
«Краще побережи батарейки», - попереджає Стеф.
«Ліхтаря поки достатньо, але ніколи не знаєш, коли нам знадобляться твої дивовижні гаджети!» «Ти маєш рацію», - відповідає Дата, вимикаючи свої шори для хуліганів.",,,
B8547,hero8,loc08,"Data grabs a bunch of firecrackers and assorted items from his backpack. He skillfully sets a trap in the corridor leading to the room.
""I was saving these for Chinese New Year, but this is more important. This trap will let us know if anybody's following us, like the Fratellis. We'll hear them coming,"" says Data, as he zips his backpack shut.
""Booby trap!"" he whispers, as if his voice might set off the delicate tripwire.",Return the firecrackers gadget to the Gold Rock Beach envelope. Move the Fratellis backwards one space.,"Дата достает из рюкзака связку петард и разные предметы. Он умело устанавливает ловушку в коридоре, ведущем в комнату.
«Я берег их для китайского Нового года, но это важнее. Эта ловушка даст нам знать, если за нами кто-то идет, например Фрателли. Мы услышим их приближение», - говорит Дата, застегивая рюкзак.
«Мина-ловушка!» - шепчет он, как будто его голос может активировать тонкую растяжку.","Верните гаджет петард в конверт Золотого Скалистого пляжа. 
Переместите Фрателли на одну клетку назад.","Дата дістає з рюкзака в'язку петард і різні предмети. Він уміло встановлює пастку в коридорі, що веде до кімнати.
«Я беріг їх для китайського Нового року, але це важливіше. Ця пастка дасть нам знати, якщо за нами хтось іде, наприклад Фрателлі. Ми почуємо їхнє наближення», - каже Дата, застібаючи рюкзак.
«Міна-пастка!» - шепоче він, ніби його голос може активувати тонку розтяжку.","Поверніть гаджет петард у конверт Золотого Скелястого пляжу. 
Перемістіть Фрателлі на одну клітинку назад.",,
C1094,hero8,loc04,"Data turns on his Bully Blinders for a second, but the room is already bright, so he turns them off.",,"Дата на секунду включает свои шоры для хулиганов, но в комнате и так светло, поэтому он их выключает.",,"Дата на секунду вмикає свої шори для хуліганів, але в кімнаті й так світло, тому він їх вимикає.",,,
C1234,hero8,loc04,"With a twist of a knob here and a push of a button there, Data activates his Punch Out gadget, sending a boxing glove flying from beneath his trench coat. It extends deep into the box, hitting the button at the back with a satisfying ""Pop!""
The room fills with clanks and whirrs as the stone door slowly descends into the floor, revealing the exit.
""Punch Out!"" says Data, beaming with pride.
""Huh,"" says Brand as he watches the door go down.
""That explains why I couldn't lift the door up. These guns are still fully loaded!"" he says, patting his biceps.","Discard cards 14, 18, 40, and 41. 
Return the Punch Out gadget to the Gold Rock Beach envelope. 
Attach card 7 (map D) to the right of the checkerboard room (map C), aligning the bottoms of the cards. 
The Fratellis are gaining on you. Move their token forward two spaces.","Повернув ручку здесь и нажав кнопку там, Дата активирует свой гаджет «Удар», отправляя боксерскую перчатку в полет из-под своего плаща. Она проникает глубоко в ящик, ударяя по кнопке на задней стенке с приятным «Хлоп!». Комната наполняется лязгом и жужжанием, когда каменная дверь медленно опускается в пол, открывая выход.
«Нокаут!» - говорит Дата, сияя от гордости.
«Ха», - говорит Брэнд, наблюдая, как опускается дверь.
«Это объясняет, почему я не мог поднять дверь. Эти пушки все еще полностью заряжены!» - говорит он, похлопывая себя по бицепсам.","Сбросьте карты 14, 18, 40 и 41. 
Верните гаджет «Удар» в конверт Золотого Скалистого пляжа. 
Прикрепите карту 7 (карта D) справа от комнаты с шахматной доской (карта C), выровняв нижние края карт. 
Фрателли нагоняют вас. Переместите их жетон на две клетки вперед.","Повернувши ручку тут і натиснувши кнопку там, Дата активує свій гаджет «Удар», відправляючи боксерську рукавичку в політ з-під свого плаща. Вона проникає глибоко в ящик, вдаряючи по кнопці на задній стінці з приємним «Хлоп!». Кімната наповнюється брязкотом і дзижчанням, коли кам'яні двері повільно опускаються в підлогу, відкриваючи вихід.
«Нокаут!» - каже Дата, сяючи від гордості.
«Ха», - каже Бренд, спостерігаючи, як опускаються двері.
«Це пояснює, чому я не міг підняти двері. Ці гармати все ще повністю заряджені!» - каже він, поплескуючи себе по біцепсах.","Скиньте карти 14, 18, 40 і 41. 
Поверніть гаджет «Удар» у конверт Золотого Скелястого пляжу. 
Прикріпіть карту 7 (мапа D) праворуч від кімнати з шаховою дошкою (мапа C), вирівнявши нижні краї карт. 
Фрателлі наздоганяють вас. Перемістіть їхній жетон на дві клітинки вперед.",,
C3241,hero8,loc04,"With a quick flip of a switch and a swift pull of a string, Data launches his Sticky Dart at the button that's on the back of the big stone box. It sticks to the button but doesn't activate it.
""Hmmm,"" says Data, calculating the velocity and mass needed to activate the button.
""I need to try something more powerful!""",,"Быстрым щелчком переключателя и быстрым рывком за веревку Дата запускает свой липкий дротик в кнопку, которая находится на задней стенке большого каменного ящика. Он прилипает к кнопке, но не активирует ее.
«Хммм», - говорит Дата, вычисляя скорость и массу, необходимые для активации кнопки.
«Мне нужно попробовать что-то более мощное!»",,"Швидким клацанням перемикача і швидким ривком за мотузку Дата запускає свій липкий дротик у кнопку, яка знаходиться на задній стінці великого кам'яного ящика. Він прилипає до кнопки, але не активує її.
«Хммм», - каже Дата, обчислюючи швидкість і масу, необхідні для активації кнопки.
«Мені потрібно спробувати щось більш потужне!»",,,
C3312,hero8,loc04,"If Card 18 has been revealed, go to C1234. Otherwise, you must figure out a way to lower the gate that hides this button before attempting the Punch Out again.",,"Если карта 18 была открыта, перейдите к C1234. В противном случае вам нужно придумать, как опустить решетку, скрывающую эту кнопку, прежде чем пытаться использовать «Удар» снова.",,"Якщо карта 18 була відкрита, перейдіть до C1234. В іншому випадку вам потрібно придумати, як опустити решітку, що приховує цю кнопку, перш ніж намагатися використати «Удар» знову.",,,
C5713,hero8,loc04,"Data wants to use his Slick Shoes to slow down the Fratellis, but the floor in here is too rough for the oil to make a slippery section.",,"Дата хочет использовать свои скользкие ботинки, чтобы замедлить Фрателли, но пол здесь слишком неровный, чтобы масло создало скользкий участок.",,"Дата хоче використати свої слизькі черевики, щоб уповільнити Фрателлі, але підлога тут занадто нерівна, щоб масло створило слизьку ділянку.",,,
C6834,hero8,loc04,"Tugging on a string attached to the control panel, Data triggers the Pinchers of Peril. They fly towards the button at the back of the stone block. The teeth hit the button, but don't pack enough punch to activate it. They fall to the ground, chattering ineffectively.",,"Дернув за нитку, прикрепленную к панели управления, Дата активирует «Щипцы опасности». Они летят к кнопке на задней стенке каменного блока. Зубы бьют по кнопке, но у них не хватает силы удара, чтобы активировать ее. Они падают на землю, бесполезно щелкая.",,"Смикнувши за нитку, прикріплену до панелі управління, Дата активує «Щипці небезпеки». Вони летять до кнопки на задній стінці кам'яного блоку. Зуби б'ють по кнопці, але у них не вистачає сили удару, щоб активувати її. Вони падають на землю, марно клацаючи.",,,
C8547,hero8,loc04,"Data grabs a bunch of firecrackers and assorted items from his backpack. He skillfully sets a trap in the corridor leading to the room.
""I was saving these for Chinese New Year, but this is more important. In case anybody's following us, like the Fratellis, we will hear them coming,"" says Data, as he zips his backpack shut.
""Booby trap!"" he whispers, as if his voice might set off the delicate tripwire.","Return the firecrackers gadget to the Gold Rock Beach envelope. 
Move the Fratellis backward one space.","Дата достает из рюкзака связку петард и разные предметы. Он умело устанавливает ловушку в коридоре, ведущем в комнату.
«Я берег их для китайского Нового года, но это важнее. На случай, если кто-то идет за нами, например Фрателли, мы услышим их приближение», - говорит Дата, застегивая рюкзак.
«Мина-ловушка!» - шепчет он, как будто его голос может активировать тонкую растяжку.","Верните гаджет петард в конверт Золотого Скалистого пляжа. 
Переместите Фрателли на одну клетку назад.","Дата дістає з рюкзака в'язку петард і різні предмети. Він уміло встановлює пастку в коридорі, що веде до кімнати.
«Я беріг їх для китайського Нового року, але це важливіше. На випадок, якщо хтось іде за нами, наприклад Фрателлі, ми почуємо їхнє наближення», - каже Дата, застібаючи рюкзак.
«Міна-пастка!» - шепоче він, ніби його голос може активувати тонку розтяжку.","Поверніть гаджет петард у конверт Золотого Скелястого пляжу. 
Перемістіть Фрателлі на одну клітинку назад.",,
D3241,hero8,loc02,Data looks at the bucket hanging high in the well and fires his Sticky Dart gadget up the shaft. Zoooom! The Sticky Dart flies out of his belt but only comes within a couple feet of the bucket before it falls back down and bops Data on the head. It looks like the only way anyone will ever be able to get that bucket is if they were able to reach into the well from somewhere a couple of stories above where they are.,,"Дата смотрит на ведро, висящее высоко в колодце, и выстреливает своим гаджетом - липким дротиком вверх по шахте. Вжииииииих! Липкий дротик вылетает с его пояса, но не долетает до ведра всего пару футов, после чего падает обратно и бьет Дату по голове. Похоже, единственный способ для кого-либо достать это ведро — это если бы они смогли дотянуться до колодца откуда-то на пару этажей выше того места, где они сейчас находятся.",,"Дата дивиться на відро, що висить високо в колодязі, і вистрілює своїм гаджетом - липким дротиком вгору по шахті. Вжііііііх! Липкий дротик вилітає з його пояса, але не долітає до відра всього пару футів, після чого падає назад і б'є Дату по голові. Схоже, єдиний спосіб для будь-кого дістати це відро — це якби вони змогли дотягнутися до колодязя звідкись на пару поверхів вище того місця, де вони зараз знаходяться.",,,
D3768,hero8,loc02,"""Let there be light!"" Data announces as the high intensity bulbs illuminate the room.
""Better conserve your batteries,"" warns Stef.
""The lantern is good enough for now, but you never know when we'll need your amazing gadgets!"" ""You're right,"" replies Data as he switches off his Bully Blinders.",,"«Да будет свет!» - объявляет Дата, когда лампочки высокой интенсивности освещают комнату.
«Лучше побереги батарейки», - предупреждает Стеф.
«Фонаря пока достаточно, но никогда не знаешь, когда нам понадобятся твои удивительные гаджеты!» «Ты права», - отвечает Дата, выключая свои шоры для хулиганов.",,"«Хай буде світло!» - оголошує Дата, коли лампочки високої інтенсивності освітлюють кімнату.
«Краще побережи батарейки», - попереджає Стеф.
«Ліхтаря поки достатньо, але ніколи не знаєш, коли нам знадобляться твої дивовижні гаджети!» «Ти маєш рацію», - відповідає Дата, вимикаючи свої шори для хуліганів.",,,
D4892,hero8,loc02,"The boxing glove flies out from under Data's trench coat, whizzing by Mikey's face.
""Hey, watch it!"" Mikey cries in surprise.
""Sorry, Mikey!"" Data says apologetically, resetting his Punch Out gadget for when it might actually be useful.",,"Боксерская перчатка вылетает из-под плаща Даты, со свистом проносясь мимо лица Майки.
«Эй, осторожнее!» - вскрикивает Майки от неожиданности.
«Прости, Майки!» - виновато говорит Дата, перезаряжая свой гаджет «Удар» для того случая, когда он действительно может оказаться полезным.",,"Боксерська рукавичка вилітає з-під плаща Дати, зі свистом проносячись повз обличчя Майкі.
«Гей, обережніше!» - скрикує Майкі від несподіванки.
«Вибач, Майкі!» - винувато каже Дата, перезаряджаючи свій гаджет «Удар» для того випадку, коли він дійсно може виявитися корисним.",,,
D5713,hero8,loc02,"Data wants to use his Slick Shoes to slow down the Fratellis, but the dirt floor in here would just asorb the oil.",,"Дата хочет использовать свои скользкие ботинки, чтобы замедлить Фрателли, но земляной пол здесь просто впитает масло.",,"Дата хоче використати свої слизькі черевики, щоб уповільнити Фрателлі, але земляна підлога тут просто вбере масло.",,,
D6834,hero8,loc02,Data shoots his Pinchers of Peril up the hole of the well but they are not long enough to reach the bucket. It looks like the only way anyone will ever be able to get that bucket is if they were able to reach into the well from somewhere a couple of stories above where they are.,,"Дата выстреливает своими «Щипцами опасности» вверх по отверстию колодца, но они недостаточно длинные, чтобы дотянуться до ведра. Похоже, единственный способ для кого-либо достать это ведро — это если бы они смогли дотянуться до колодца откуда-то на пару этажей выше того места, где они сейчас находятся.",,"Дата вистрілює своїми «Щипцями небезпеки» вгору по отвору колодязя, але вони недостатньо довгі, щоб дотягнутися до відра. Схоже, єдиний спосіб для будь-кого дістати це відро — це якби вони змогли дотягнутися до колодязя звідкись на пару поверхів вище того місця, де вони зараз знаходяться.",,,
D8547,hero8,loc02,It's too wet to put the firecrackers here!,Move the Fratellis forward one space.,"Здесь слишком мокро, чтобы класть петарды!",Переместите Фрателли на одну клетку вперед.,"Тут занадто мокро, щоб класти петарди!",Перемістіть Фрателлі на одну клітинку вперед.,,
E3241,hero8,loc18,"Data needs to react in a split second. He knows that the Sticky Dart needs something flat to adhere to but the cave walls aren't smooth enough. What does he have that could help? Think Data, think!",Move the Fratellis forward one space.,"Дате нужно отреагировать за долю секунды. Он знает, что липкому дротику нужно что-то плоское, чтобы прилипнуть, но стены пещеры недостаточно гладкие. Что у него есть такого, что могло бы помочь? Думай, Дата, думай!",Переместите Фрателли на одну клетку вперед.,"Даті потрібно відреагувати за частку секунди. Він знає, що липкому дротику потрібно щось пласке, щоб прилипнути, але стіни печери недостатньо гладенькі. Що в нього є такого, що могло б допомогти? Думай, Дата, думай!",Перемістіть Фрателлі на одну клітинку вперед.,,
E3420,hero8,loc18,"The boxing glove flies out from under Data's trench coat, whizzing by Mikey's face.
""Hey, watch it!""
Mikey cries in surprise.
""Sorry, Mikey!""
Data says apologetically, resetting his Punch Out gadget for when it might actually be useful.",,"Боксерская перчатка вылетает из-под плаща Даты, со свистом проносясь мимо лица Майки.
«Эй, осторожнее!» - вскрикивает Майки от неожиданности.
«Прости, Майки!» - виновато говорит Дата, перезаряжая свой гаджет «Удар» для того случая, когда он действительно может оказаться полезным.",,"Боксерська рукавичка вилітає з-під плаща Дати, зі свистом проносячись повз обличчя Майкі.
«Гей, обережніше!» - скрикує Майкі від несподіванки.
«Вибач, Майкі!» - винувато каже Дата, перезаряджаючи свій гаджет «Удар» для того випадку, коли він дійсно може виявитися корисним.",,,
E5713,hero8,loc18,"""This isn't going to do anything!"" thinks Data as he plummets towards the spikes.
""I better think of something else!""",Move the Fratellis forward one space.,"«Это ничего не даст!» - думает Дата, стремительно падая на шипы.
«Мне лучше придумать что-то другое!»",Переместите Фрателли на одну клетку вперед.,"«Це нічого не дасть!» - думає Дата, стрімко падаючи на шипи.
«Мені краще придумати щось інше!»",Перемістіть Фрателлі на одну клітинку вперед.,,
E6834,hero8,loc18,"Thinking quickly, Data desperately pulls the string, activating his patented Pinchers of Peril. The chattering teeth launch out of his sleeve and bite down on a nearby rock. The spring uncoils, leaving the frightened Data hovering mere inches over the razor sharp spikes that line the bottom of the pit.
""Pinchers of Peril!""
Data yells up to the rest of the Goonies, ""I've been saved by my Pinchers of Peril!""
This ends Act 1.","Return the Pinchers of Peril gadget to the Gold Rock Beach envelope. 
To continue on with the story - you will need to retrieve the contents from the intermission envelope. 
If you would like to pause the game and continue at a later time - put everything face-up on the table in the intermission envelope alongside the contents that are already in it. 
When you are ready to continue, read entry 6000.","Сообразив быстро, Дата отчаянно дергает за шнурок, активируя свои запатентованные «Щипцы опасности». Клацающие зубы вылетают из его рукава и вгрызаются в ближайший камень. Пружина раскручивается, оставляя испуганного Дату парить в считанных дюймах над острыми как бритва шипами, усеивающими дно ямы.
«Щипцы опасности!» - кричит Дата остальным Балбесам наверх, - «Меня спасли мои Щипцы опасности!»
На этом заканчивается 1 акт.","Верните гаджет «Щипцы опасности» в конверт Золотого Скалистого пляжа. 
Чтобы продолжить историю - вам понадобится достать содержимое из конверта антракта. 
Если вы хотите приостановить игру и продолжить позже - положите все лицевой стороной вверх на стол в конверт антракта вместе с содержимым, которое уже там находится. 
Когда вы будете готовы продолжить, прочтите запись 6000.","Збагнувши швидко, Дата відчайдушно смикає за шнурок, активуючи свої запатентовані «Щипці небезпеки». Клацаючі зуби вилітають з його рукава і вгризаються в найближчий камінь. Пружина розкручується, залишаючи переляканого Дату парити в лічених дюймах над гострими як бритва шипами, що всіюють дно ями.
«Щипці небезпеки!» - кричить Дата решті Бовдурів нагору, - «Мене врятували мої Щипці небезпеки!»
На цьому закінчується 1 акт.","Поверніть гаджет «Щипці небезпеки» в конверт Золотого Скелястого пляжу. 
Щоб продовжити історію - вам знадобиться дістати вміст із конверта антракту. 
Якщо ви хочете призупинити гру і продовжити пізніше - покладіть все лицьовою стороною вгору на стіл у конверт антракту разом із вмістом, який вже там знаходиться. 
Коли ви будете готові продовжити, прочитайте запис 6000.",,
E7142,hero8,loc18,"As he is falling, Data realizes that his Bully Blinders have been on for the entire time the gang has been exploring! He wonders why he didn't turn them off to save batteries. Why when he's plummeting to his doom is he more concerned about saving his batteries than with saving his life?",,"Падая, Дата понимает, что его шоры для хулиганов были включены все то время, пока ребята исследовали пещеры! Он задается вопросом, почему он не выключил их, чтобы сэкономить батарейки. Почему, когда он летит навстречу своей гибели, он больше обеспокоен экономией батареек, чем спасением своей жизни?",,"Падаючи, Дата розуміє, що його шори для хуліганів були ввімкнені весь той час, поки хлопці досліджували печери! Він дивується, чому він не вимкнув їх, щоб заощадити батарейки. Чому, коли він летить назустріч своїй загибелі, він більше стурбований економією батарейок, ніж порятунком свого життя?",,,
E8547,hero8,loc18,"The sounds of the firecrackers exploding around Data, reminds him of an audience applauding. Why would anyone be happy that he is falling to his doom?",Move the Fratellis forward one space.,"Звуки петард, взрывающихся вокруг Даты, напоминают ему аплодирующую публику. Почему кто-то должен радоваться тому, что он летит навстречу своей гибели?",Переместите Фрателли на одну клетку вперед.,"Звуки петард, що вибухають навколо Дати, нагадують йому аплодуючу публіку. Чому хтось має радіти тому, що він летить назустріч своїй загибелі?",Перемістіть Фрателлі на одну клітинку вперед.,,
F3241,hero8,loc05,"Data fires his Sticky Dart at the drawbridge and tries to pull it down further, but the weight of the drawbridge is more than Data weighs! Data is dragged towards the edge of the rocky platform and his friends have to grab him in order to stop him from falling into the abyss below!",,"Дата стреляет своим липким дротиком в подъемный мост и пытается потянуть его вниз, но вес подъемного моста больше, чем весит Дата! Дату тащит к краю скалистой платформы, и его друзьям приходится схватить его, чтобы он не упал в пропасть внизу!",,"Дата стріляє своїм липким дротиком у підйомний міст і намагається потягнути його вниз, але вага підйомного мосту більша, ніж важить Дата! Дату тягне до краю скелястої платформи, і його друзям доводиться схопити його, щоб він не впав у прірву внизу!",,,
F3824,hero8,loc05,"The boxing glove flies out from under Data's trench coat, whizzing by Mikey's face.
""Hey, watch it!""
Mikey cries in surprise.
""Sorry, Mikey!""
Data says apologetically, resetting his Punch Out gadget for when it might actually be useful.",,"Боксерская перчатка вылетает из-под плаща Даты, со свистом проносясь мимо лица Майки.
«Эй, осторожнее!» - вскрикивает Майки от неожиданности.
«Прости, Майки!» - виновато говорит Дата, перезаряжая свой гаджет «Удар» для того случая, когда он действительно может оказаться полезным.",,"Боксерська рукавичка вилітає з-під плаща Дати, зі свистом проносячись повз обличчя Майкі.
«Гей, обережніше!» - скрикує Майкі від несподіванки.
«Вибач, Майкі!» - винувато каже Дата, перезаряджаючи свій гаджет «Удар» для того випадку, коли він дійсно може виявитися корисним.",,,
